framework,accuracy_score,average_precision_score,balanced_accuracy_score,cohen_kappa_score,f1_score_macro,f1_score_micro,f1_score_weighted,matthews_corrcoef,precision_score,recall_score,roc_auc_score,coverage_error,label_ranking_average_precision_score,label_ranking_loss,training_time,test_time
autokeras,0.695,0.594,-1.000,-1.000,0.724,0.728,0.724,-1.000,-1.000,-1.000,0.830,2.525,0.775,0.277,00:02:03,00:00:01
