scenario,normality_test,normality_p,normal?,sphericity_test,sphericity_p,spherical?,sphericity_correction,parametric,method,p_value,significant
binary,Shapiro-Wilk,2.9e-10,False,Mauchly’s Test,1.0e-213,False,,False,Friedman + Nemenyi,5.7e-11,True
