framework,accuracy_score,average_precision_score,balanced_accuracy_score,cohen_kappa_score,f1_score_macro,f1_score_micro,f1_score_weighted,matthews_corrcoef,precision_score,recall_score,roc_auc_score,coverage_error,label_ranking_average_precision_score,label_ranking_loss,training_time,test_time
autokeras,0.006,0.324,-1.000,-1.000,0.157,0.212,0.198,-1.000,-1.000,-1.000,0.524,13.919,0.409,0.855,00:01:16,00:00:00
