scenario,normality_test,normality_p,normal?,sphericity_test,sphericity_p,spherical?,sphericity_correction,parametric,method,p_value,significant
all,Shapiro-Wilk,1.5e-21,False,Mauchly’s Test,0.0,0.0,,False,Friedman + Nemenyi,1.6e-05,True
