scenario,normality_test,normality_p,normal?,sphericity_test,sphericity_p,spherical?,sphericity_correction,parametric,method,p_value,significant
multilabel_native,Shapiro-Wilk,6.3e-02,True,Mauchly’s Test,1.8e-08,False,,False,Friedman + Conover + holm,9.4e-04,True
