scenario,normality_test,normality_p,normal?,sphericity_test,sphericity_p,spherical?,sphericity_correction,parametric,method,p_value,significant
multilabel_native,Shapiro-Wilk,6.3e-02,True,Mauchly’s Test,4.4e-06,False,,False,Friedman + Conover + holm,2.9e-03,True
