scenario,normality_test,normality_p,normal?,sphericity_test,sphericity_p,spherical?,sphericity_correction,parametric,method,p_value,significant
multiclass,Shapiro-Wilk,1.0e-10,False,Mauchly’s Test,0.0e+00,False,,False,Friedman + Nemenyi,2.4e-13,True
