scenario,normality_test,normality_p,normal?,sphericity_test,sphericity_p,spherical?,sphericity_correction,parametric,method,p_value,significant
multilabel_powerset,Shapiro-Wilk,2.8e-12,False,Mauchly’s Test,,,,False,Friedman + Nemenyi,1.6e-04,True
